Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2005,PG,56,Julien Doreau,SLH,34,16.6,11.9,4.3,10.7,.408,1.6,4.9,.333,1.5,2.7,.563,1.5,3.6,5.1,2.4,1.6,0.5,2.6,4.4
2005,PG,57,Hugues Jannel,CHA,5,3.2,12.0,3.0,12.0,.250,0.0,0.0,.000,6.0,6.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,6.0,12.0
2005,PG,58,Benoit Gillet,RCB,25,13.1,12.0,4.4,10.0,.441,3.2,7.5,.431,0.0,0.0,.000,0.7,1.5,2.2,3.1,1.6,0.0,2.8,2.8
2005,PG,59,David Bailey,LEM,6,19.8,12.1,4.0,11.7,.345,0.8,4.0,.200,3.2,5.6,.571,1.6,5.2,6.9,10.9,4.4,0.0,4.0,3.2
2005,PG,60,Makhtar N'Diaye,DIJ,5,9.4,12.3,6.1,10.2,.600,0.0,1.0,.000,0.0,2.0,.000,3.1,8.2,11.2,0.0,1.0,3.1,9.2,12.3
2005,PG,61,Raphael Desroses,ROA,26,18.5,12.3,4.6,12.2,.374,1.9,5.5,.345,1.3,2.9,.448,2.7,4.9,7.6,1.6,1.2,0.0,2.1,4.9
2005,PG,62,Nouha Diakite,JAV,31,18.7,12.4,4.7,9.9,.475,0.0,0.1,.000,3.0,5.2,.571,3.4,7.0,10.4,1.8,0.6,2.4,3.6,5.5
2005,PG,63,Marc-Antoine Pellin,ROA,25,8.5,12.5,4.8,10.0,.477,1.4,4.3,.316,1.6,2.0,.778,0.5,3.8,4.3,5.4,2.9,0.0,5.4,4.1
2005,PG,64,Pawel Storozynski,DIJ,8,21.1,12.8,4.8,12.5,.386,0.6,2.6,.222,2.6,4.5,.563,5.4,5.4,10.8,5.4,1.7,0.0,4.0,4.8
2005,PG,65,Yohann Sangare,LYV,35,14.7,12.8,4.6,10.1,.454,1.4,3.9,.357,2.2,2.6,.857,1.6,3.1,4.7,5.3,2.6,0.4,3.3,4.0
2005,PG,66,Peter Lisicky,PLV,5,25.4,12.9,4.2,12.5,.333,3.8,10.6,.357,0.8,0.8,1.000,2.3,2.6,4.9,6.8,1.5,0.4,1.9,4.9
2005,PG,67,Steeve Essart,JLB,32,31.9,12.9,4.2,9.2,.462,1.0,3.5,.293,3.4,4.6,.745,0.6,2.2,2.8,8.1,1.7,0.1,2.8,2.3
2005,PG,68,Noel Nijean,JLB,31,15.6,13.0,4.8,13.5,.353,0.9,4.3,.209,2.6,3.4,.765,1.7,5.2,6.8,1.7,1.5,1.0,3.0,7.1
2005,PG,69,Makan Dioumassi,LYV,33,21.8,13.0,4.9,10.7,.456,1.5,4.5,.328,1.8,3.0,.600,1.7,4.4,6.1,5.5,1.6,0.1,2.7,4.9
2005,PG,70,Aymeric Jeanneau,STR,37,26.0,13.2,4.2,8.6,.494,1.3,3.1,.413,3.4,4.7,.716,0.6,3.2,3.8,8.2,1.7,0.2,4.2,4.8
2005,PG,71,Steve Payne,STR,36,16.9,13.3,5.3,10.0,.528,0.0,0.1,.000,2.7,4.5,.596,4.4,7.5,11.9,2.6,1.4,0.9,2.4,5.7
2005,PG,72,Lassana Toure,ROA,17,7.1,13.6,5.6,14.0,.400,1.2,4.4,.273,1.2,4.0,.300,2.0,8.8,10.8,1.2,1.6,1.2,2.4,8.0
2005,PG,73,Laurent Pluvy,SLH,30,31.8,13.6,4.2,11.1,.376,2.2,6.7,.321,3.1,3.7,.849,1.0,4.2,5.2,8.4,2.2,0.1,3.6,4.1
2005,PG,74,Yannick Bokolo,LEM,32,20.3,13.7,4.9,11.2,.444,1.1,4.9,.227,2.7,4.4,.600,1.0,4.3,5.3,4.9,2.2,0.3,2.5,3.6
2005,PG,75,Jelani Gardner,CEC,3,28.0,13.7,5.7,14.9,.385,0.6,2.9,.200,1.7,2.3,.750,1.1,4.0,5.1,8.0,1.7,0.0,5.1,3.4
2005,PG,76,Charles Lombahe-Kahudi,CHO,2,3.5,13.7,0.0,13.7,.000,0.0,6.9,.000,13.7,13.7,1.000,0.0,6.9,6.9,6.9,0.0,0.0,0.0,6.9
2005,PG,77,Eric Micoud,DIJ,28,32.7,13.7,4.0,9.7,.414,3.2,7.4,.430,2.5,2.7,.922,0.9,2.4,3.3,6.6,1.0,0.0,3.2,3.0
2005,PG,78,Pat Durham,SLH,35,35.2,13.9,4.4,12.5,.354,2.8,9.1,.312,2.1,3.0,.724,0.7,5.3,6.0,3.2,1.6,0.7,3.2,3.5
2005,PG,79,Boban Savovic,JLB,30,22.4,14.0,4.8,13.0,.368,1.7,6.4,.270,2.7,3.8,.717,2.5,3.9,6.4,3.9,2.4,0.1,2.9,7.0
2005,PG,80,Laurent Sciarra,GRV,25,36.4,14.1,4.0,8.4,.478,1.9,4.7,.404,4.2,4.7,.888,1.0,5.2,6.2,9.9,1.9,0.0,2.6,3.8
2005,PG,81,John Linehan,PLV,28,27.6,14.2,4.9,12.6,.389,0.6,3.5,.175,3.8,4.5,.847,1.4,2.4,3.8,7.7,4.5,0.0,3.5,5.7
2005,PG,82,Marcin Stefanski,DIJ,28,12.5,14.2,5.7,11.1,.519,0.0,0.7,.000,2.7,5.2,.526,3.3,5.2,8.5,1.8,1.6,0.7,1.9,6.7
2005,PG,83,Andrew Hunter,JLB,32,23.7,14.3,5.8,12.5,.467,0.8,2.3,.351,1.8,3.9,.475,1.9,4.2,6.1,2.5,2.6,0.2,3.3,3.3
2005,PG,84,Samuel Nadeau,JAV,18,17.9,14.3,5.2,13.7,.380,1.6,5.7,.289,2.2,4.8,.469,2.8,4.6,7.5,5.4,2.5,1.0,3.0,4.9
2005,PG,85,Dwayne Archbold,CLER,7,27.3,14.3,5.5,15.1,.367,2.0,6.0,.333,1.3,1.5,.833,1.5,3.3,4.8,2.5,2.8,0.5,4.0,4.0
2005,PG,86,Xavier Delarue,CEC,30,13.7,14.3,5.4,13.6,.393,1.0,5.4,.196,2.6,4.4,.579,0.8,3.1,4.0,4.2,1.4,0.2,4.9,5.9
2005,PG,87,Spencer Ross,CHA,8,23.0,14.3,5.2,13.0,.400,2.3,6.3,.375,1.6,2.3,.667,0.8,3.7,4.4,3.1,2.6,0.0,3.7,3.7
2005,PG,88,Viktor Sanikidze,DIJ,28,15.0,14.4,5.9,11.3,.525,1.3,3.4,.367,1.3,2.4,.524,4.1,5.3,9.4,1.9,1.4,0.6,2.1,5.9
2005,PG,89,Stanley Jackson,CHA,35,25.9,14.5,5.3,12.3,.431,2.1,5.9,.360,1.8,2.5,.688,1.1,6.1,7.2,8.6,3.6,0.8,4.7,5.1
2005,PG,90,Igor Perica,PLV,32,17.3,14.6,5.4,9.9,.544,0.8,1.8,.429,3.0,4.3,.700,2.3,5.0,7.4,2.4,1.3,0.8,4.1,6.3
2005,PG,91,Jean-Michel Mipoka,CHO,8,4.9,14.8,6.2,14.8,.417,1.2,4.9,.250,1.2,3.7,.333,0.0,3.7,3.7,2.5,0.0,1.2,4.9,6.2
2005,PG,92,Abdel Hamid Selmani,JAV,3,4.3,14.8,3.7,3.7,1.000,3.7,3.7,1.000,3.7,7.4,.500,0.0,0.0,0.0,11.1,0.0,0.0,7.4,14.8
2005,PG,93,Jim Bilba,CHO,32,19.5,14.8,5.7,10.8,.525,1.0,3.3,.302,2.5,3.3,.744,2.8,6.7,9.5,4.4,1.8,1.2,2.5,4.0
2005,PG,94,Pape Badiane,ROA,27,22.0,14.9,6.1,13.7,.441,0.0,0.1,.000,2.8,4.0,.714,4.0,7.8,11.7,2.8,1.6,2.7,2.9,5.8
2005,PG,95,Kordian Korytek,GRV,12,11.5,15.0,4.9,12.5,.389,0.0,0.0,.000,5.2,9.7,.536,4.5,8.7,13.2,1.4,0.3,0.0,4.5,7.3
2005,PG,96,Nicolas Taccoen,GRV,6,2.7,15.0,6.0,12.0,.500,0.0,0.0,.000,3.0,6.0,.500,3.0,3.0,6.0,0.0,0.0,3.0,3.0,9.0
2005,PG,97,Shaun Fein,RCB,8,27.5,15.1,5.7,11.6,.491,2.4,4.8,.500,1.3,1.3,1.000,1.3,2.8,4.1,4.8,0.9,0.0,3.7,3.5
2005,PG,98,Olivier Bardet,CHO,32,19.2,15.3,5.2,12.6,.410,3.4,8.6,.391,1.6,2.2,.750,1.4,5.6,7.0,3.3,2.3,0.3,2.9,5.8
2005,PG,99,Varnie Dennis,JAV,15,15.0,15.4,5.8,12.8,.450,0.4,1.5,.286,3.4,6.2,.552,6.4,7.9,14.3,2.1,1.5,1.5,4.1,8.5
2005,PG,100,DeRon Hayes,NAN,38,26.6,15.4,5.2,11.4,.460,3.8,8.3,.454,1.1,1.5,.750,0.7,2.8,3.5,3.3,1.2,0.1,1.4,2.5
2005,SG,1,Guillaume Sene,LEM,2,3.5,0.0,0.0,13.7,.000,0.0,6.9,.000,0.0,0.0,.000,0.0,6.9,6.9,13.7,20.6,0.0,6.9,0.0
2005,SG,2,Romain Duport,SLH,1,1.0,0.0,0.0,48.0,.000,0.0,48.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,SG,3,Oumarou Toure,JAV,1,3.0,0.0,0.0,16.0,.000,0.0,16.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0
2005,SG,4,Jean-Philippe Bourdon,SLH,2,1.5,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2005,SG,5,Robert Rothbart,PLV,1,1.0,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,SG,6,Kris Morlende,CHA,2,8.0,0.0,0.0,6.0,.000,0.0,0.0,.000,0.0,0.0,.000,3.0,3.0,6.0,0.0,3.0,0.0,3.0,0.0
2005,SG,7,Kelvin Pena,JAV,2,5.5,0.0,0.0,26.2,.000,0.0,13.1,.000,0.0,0.0,.000,4.4,0.0,4.4,0.0,0.0,0.0,4.4,4.4
2005,SG,8,Marvin Willoughby,PAU,2,6.0,0.0,0.0,12.0,.000,0.0,0.0,.000,0.0,0.0,.000,4.0,4.0,8.0,0.0,4.0,0.0,4.0,8.0
2005,SG,9,Benoit Menguy,SLH,2,2.5,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0
2005,SG,10,Mahamoud Diakite,ROA,1,1.0,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,SG,11,A'nsi Lema,PLV,2,1.5,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
2005,SG,12,Sergo Atuashvili,CHA,3,3.7,0.0,0.0,4.4,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,4.4,4.4,4.4,0.0,8.7,0.0,0.0
