Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2023,PF,10,Filip Bundovic,CIB,17,12.0,23.3,8.5,16.2,.522,1.6,4.2,.389,4.7,5.6,.833,3.5,6.3,9.9,4.5,1.9,1.6,2.1,7.5
2023,PF,11,Tyrell Nelson,SPL,38,23.6,23.0,9.4,16.5,.571,0.6,2.1,.308,3.5,4.6,.756,5.0,6.1,11.1,3.2,1.9,0.6,3.6,5.3
2023,PF,12,Marko Ramljak,ZAD,35,26.7,22.0,7.4,16.8,.443,1.7,6.2,.275,5.4,8.0,.677,3.1,7.0,10.2,4.9,1.4,0.6,2.6,2.8
2023,PF,13,Patrik Jambrovic,SIB,34,30.0,19.8,7.6,16.7,.452,1.4,4.8,.294,3.3,4.8,.686,2.8,6.9,9.7,5.0,1.3,0.6,2.8,2.0
2023,PF,14,"Juan Davis, Jr.",ZAD,40,21.3,19.6,7.2,17.0,.424,2.5,9.1,.272,2.7,3.2,.842,3.6,6.1,9.7,2.0,1.4,1.1,2.3,5.4
2023,PF,15,Ivan Batur,VEL,30,30.4,18.5,7.3,15.4,.473,1.3,3.9,.338,2.6,3.3,.806,3.2,5.3,8.5,3.9,1.4,0.2,3.8,3.5
2023,PF,16,Ante Covic,BOS,14,7.7,18.2,7.1,13.7,.516,0.4,2.7,.167,3.5,4.0,.889,0.4,7.5,8.0,3.1,2.2,0.9,4.4,4.9
2023,PF,17,Luka Babic,BOS,32,24.5,18.1,7.0,15.8,.444,1.0,4.8,.218,3.1,4.4,.708,1.9,6.1,8.0,4.3,2.1,0.7,3.8,5.1
2023,PF,18,Sandro Antunovic,SRKL,32,22.2,18.1,6.7,11.7,.578,3.0,6.5,.464,1.6,1.9,.821,2.2,6.1,8.3,2.0,0.9,0.9,3.2,6.1
2023,PF,19,Marko Malekinusic,DIN,13,6.7,17.7,6.6,13.8,.480,2.8,8.3,.333,1.7,1.7,1.000,2.2,8.3,10.5,3.3,2.2,0.6,0.6,7.2
2023,PF,20,Filip Kalajzic,DUB,34,14.4,17.4,6.2,13.0,.474,1.4,4.3,.318,3.7,5.5,.679,4.3,5.8,10.1,1.2,0.8,1.6,2.7,5.1
2023,PF,21,Marko Bakovic,CIB,22,21.5,16.4,6.3,11.0,.574,1.9,3.8,.514,1.8,2.9,.621,3.2,6.0,9.1,2.8,2.3,1.7,2.3,4.4
2023,PF,22,Mladen Tomasevic,ALK,25,23.4,16.2,6.9,13.8,.500,0.5,1.9,.261,1.9,2.7,.697,3.6,3.4,7.1,2.5,0.8,0.6,2.1,5.9
2023,PF,23,Damir Markota,DIN,17,20.4,15.1,5.3,15.1,.349,3.5,10.5,.329,1.1,1.9,.571,2.5,9.5,12.0,3.7,0.6,0.6,2.2,3.3
2023,PF,24,Ivan Vrgoc,CEJR,36,18.8,14.4,5.1,12.9,.396,2.1,8.1,.263,2.0,3.1,.636,1.7,6.3,8.0,3.1,2.1,1.8,3.3,7.6
