Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2013,F,10,Karlo Zganec,ZAG,26,24.7,13.0,4.4,9.1,0.484,0.1,0.1,1.0,4.1,5.7,0.714,4.0,4.2,8.2,3.0,1.3,0.5,4.2,4.6
2013,C,3,Ivica Radic,KVA,29,27.3,26.1,10.4,19.6,0.528,0.0,0.2,0.0,5.3,8.7,0.615,4.8,8.0,12.8,1.5,1.8,0.5,4.1,3.2
2013,C,4,Franko Kastropil,ZAD,17,14.5,23.7,9.1,17.1,0.534,0.0,0.0,0.0,5.4,10.7,0.509,5.1,10.7,15.8,2.9,1.2,0.8,6.8,8.4
2013,C,5,Luksa Andric,CED,16,17.4,22.8,8.1,12.2,0.662,0.2,0.9,0.2,6.4,8.4,0.755,2.6,7.2,9.8,2.4,2.4,1.2,5.0,5.9
2013,C,6,Filip Kraljevic,SPL,13,24.8,21.6,7.6,14.0,0.543,0.0,0.0,0.0,6.4,7.6,0.843,2.4,6.5,8.9,1.5,1.5,5.5,3.9,4.9
2013,C,7,Dino Jakolis,DUB,25,30.2,19.8,8.6,16.2,0.531,0.6,2.7,0.209,2.1,2.9,0.733,4.1,7.0,11.1,2.0,2.0,0.3,2.7,5.0
2013,C,8,Barisa Krasic,ZAD,20,17.6,19.3,6.7,12.6,0.533,2.9,7.0,0.412,3.0,3.1,0.957,2.5,4.5,7.0,1.6,1.2,0.5,1.9,8.6
2013,C,9,Matija Poscic,ZAG,29,19.5,19.1,8.3,13.2,0.628,0.0,0.2,0.0,2.5,3.5,0.707,5.7,9.2,14.8,1.6,1.4,0.6,4.5,8.3
2013,C,11,Ivan Cvjetkovic,KRI,26,24.2,16.8,6.7,13.6,0.492,0.1,0.2,0.333,3.4,4.7,0.71,2.5,7.0,9.5,2.1,0.8,0.8,3.5,3.9
2013,C,12,Domagoj Bubalo,JOL,33,23.3,16.3,6.9,12.2,0.566,0.0,0.2,0.0,2.4,4.7,0.52,4.3,4.7,9.1,1.9,1.1,2.1,2.7,6.7
