Year,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality,Season,League
2023,SG,2,Larry Austin,CHE,37,29.2,25.7,9.8,18.9,0.521,0.7,2.2,0.327,5.3,8.3,0.64,3.0,6.9,9.9,7.9,4.2,0.3,3.2,4.0,SG,6-2,182,Newcastle Eagles,Springfield (IL),"2019 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2023,SG,2,Larry Austin,CHE,37,29.2,25.7,9.8,18.9,0.521,0.7,2.2,0.327,5.3,8.3,0.64,3.0,6.9,9.9,7.9,4.2,0.3,3.2,4.0,SG,6-2,182,Newcastle Eagles,Springfield (IL),"2019 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2023,SG,2,Larry Austin,CHE,37,29.2,25.7,9.8,18.9,0.521,0.7,2.2,0.327,5.3,8.3,0.64,3.0,6.9,9.9,7.9,4.2,0.3,3.2,4.0,SG,6-2,182,Newcastle Eagles,Springfield (IL),"2019 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2023,SG,2,Larry Austin,CHE,37,29.2,25.7,9.8,18.9,0.521,0.7,2.2,0.327,5.3,8.3,0.64,3.0,6.9,9.9,7.9,4.2,0.3,3.2,4.0,SG,6-2,182,Newcastle Eagles,Springfield (IL),"2019 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2023,SG,2,Larry Austin,CHE,37,29.2,25.7,9.8,18.9,0.521,0.7,2.2,0.327,5.3,8.3,0.64,3.0,6.9,9.9,7.9,4.2,0.3,3.2,4.0,SG,6-2,182,Newcastle Eagles,Springfield (IL),"2019 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2023,SG,2,Larry Austin,CHE,37,29.2,25.7,9.8,18.9,0.521,0.7,2.2,0.327,5.3,8.3,0.64,3.0,6.9,9.9,7.9,4.2,0.3,3.2,4.0,SG,6-2,182,Newcastle Eagles,Springfield (IL),"2019 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2022,SG,7,Trejon Jacob,BRI,31,30.6,23.7,8.3,19.5,0.426,3.6,10.0,0.359,3.5,4.9,0.719,2.8,7.9,10.7,5.3,2.6,0.3,3.6,2.6,G,6-5,175,Bristol Flyers,Raleigh (NC),"2020 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2022,SF,21,Jubril Adekoya,LEI,32,18.6,13.7,5.5,10.9,0.504,1.0,3.0,0.324,1.8,2.7,0.667,2.3,8.6,11.0,4.1,3.0,0.1,2.4,4.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2023,SF,20,Jubril Adekoya,LEI,37,16.3,13.6,4.4,10.2,0.43,1.2,4.0,0.3,3.7,4.9,0.754,1.8,6.1,7.9,3.8,1.7,0.2,2.5,5.2,F,6-7,230,Sheffield Sharks,Tinley Park (IL),"2017 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2011-2012,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2012-2013,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2013-2014,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2014-2015,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2015-2016,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2016-2017,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2017-2018,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2018-2019,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2019-2020,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2020-2021,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2021-2022,British Basketball League
2022,PF,1,Maurice Walker,LEI,26,17.8,27.6,11.4,19.3,0.591,0.4,1.0,0.4,4.4,5.7,0.764,5.3,10.0,15.3,3.0,1.5,2.0,3.3,5.1,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada,2022-2023,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2022,PF,2,Duke Shelton,NEW,12,26.2,25.6,10.7,17.2,0.619,0.0,0.3,0.0,4.3,7.3,0.583,5.8,12.4,18.2,1.5,1.1,2.6,3.5,4.9,F,6-8,215,Leicester Riders,Ocala (FL),"2018 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2022,PF,4,Rowell Graham,PLY,26,28.6,25.2,9.6,20.9,0.458,1.4,4.4,0.324,4.7,6.4,0.727,3.5,8.2,11.7,2.3,1.7,1.0,2.6,4.3,SF,6-6,214,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2022,C,4,Malcolm Delpeche,BRI,31,24.4,24.6,10.9,21.3,0.513,0.0,0.1,0.0,2.7,5.8,0.473,7.0,7.1,14.1,3.2,2.2,1.8,3.1,4.3,C,6-8,215,Newcastle Eagles,Wilmington (DE),"2017 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
